id,sentence,label
1413,"treatment of diseases which increase the risk of aspergilloma, such as tuberculosis, may help prevent their formation.",0
1414,"boring is used to achieve greater accuracy of the diameter of a hole, and can be used to cut a tapered hole.",0
1415,"in greek mythology, callisto was a nymph of artemis.",1
1416,an insulator is a material that resists the flow of electric current .,1
1417,the church became overwhelmingly gentile sometime in the 2nd century.,0
1418,"although strides have recently been made in early diagnosis, blepharospasm is often initially mis-diagnosed as allergies or ""dry eye syndrome"".",0
1419,"a small resurgence in beaver trapping has occurred in some areas where there is an over-population of beaver; trapping is only done when the fur is of value, and normally the remainder of the animal is also utilized as animal feed.",0
1420,"lang (plural lang), the term used to identify those who practice ̰�satr̰� is a compound with lang (old norse lang) ""man"".",0
1421,"a carnivore (/ˈkɑrnɪvɔər/), meaning 'meat eater' (latin carne meaning 'flesh' and vorare meaning 'to devour'), is an animal with a diet consisting mainly of meat, whether it comes from animals living (predation) or dead (scavenging).",1
1422,concorde flew fast enough that the weight of everyone onboard was temporarily reduced by about 1% when flying east.,0
1423,patent on aspartame expired in 1992.,0
1424,"eventually, kzon switched to a rhythmic chr format.",0
1425,"the main claimed benefit of actimel is the strengthening of the body's natural defences through the use of patented bacterial culture called lactobacillus casei dn-114001, marketed as lactobacillus casei defensis or immunitas(s).",0
1426,cytosine can also be methylated into 5-methylcytosine by an enzyme called dna methyltransferase.,0
1427,"he had the same to say about shalini, who was also in a relationship with another actor ajit, during the period alaipayuthey was being shot, and got married to him after the movie.",0
1428,"an avid golfer and hunter, the last amir of the viqar-ul-umarahi paigah, rashid nawaz jung, passed away on october 1, 2006 in himayatnagar, hyderabad.",0
1429,"x-rays is a form of electromagnetic radiation with a wavelength in the range of 10 to 0.01 nanometers, corresponding to frequencies in the range 30 to 3000 phz (1015 hertz).",1
1430,"sikhism originated from the word sikh, which in turn comes from the sanskrit root śiṣya  meaning  disciple "" or "" learner "", or śikṣa meaning "" instruction "" .",1
1431,"plankton  consists  of any drifting organisms (animals, plants, archaea, or bacteria) that inhabit the pelagic zone of oceans, seas, or bodies of fresh water.",1
1432,"in the 1960s, nordic combined world champion arne larsen represented heggedal il.",0
1433,minuartia sedoides was previously placed in cherleria.,0
1434,"in medical terminology, addiction is a state in which the body relies on a substance for normal functioning and develops physical dependence.",1
1435,"non-japanese works that borrow stylization from anime is commonly referred to as ""anime-influenced animation"" but it is not unusual for a viewer who doesn't know the country of origin of such material to refer to it as simply ""anime"".",0
1436,"ajax or aias (greek: αἴας) was a mythological greek hero, the son of telamon and periboea and king of salamis.",1
1437,"the walt disney company practices moratorium more than any other production company, often with releases of classic animated movies in the disney catalog.",0
1438,mnemonic: ccd (cathode current departs).,0
1439,"the term midrash  can also refer  to a compilation of homiletic teachings (commentaries) on the tanakh (hebrew bible), in the form of legal and ritual (halakha) and legendary, moralizing, folkloristic, and anecdotal (aggadah) parts.",1
1440,"an infundibulum (latin for funnel; plural, infundibula)  is  a funnel-shape cavity or organ .",1
1441,help desk most often refers to technical support centers for computers/software.,1
1442,ashchurch pays host to more or less half of tewkesbury's industry with several businesses growing up around the m5 motorway junction.,0
1443,"the rhine (rhein; rijn; rhin; reno; rain; rhenus; rin)  is  one of the longest and most important [[ rivers ]] in europe at 1,320 kilometres (820 mi), with an average discharge of more than 2,000 cubic meters per second.",1
1444,"in cryptography, a cipher (or cypher) is an algorithm for performing encryption and decryption - a series of well-defined steps that can be followed as a procedure.",1
1445,"in law, jurisdiction (from the latin ius, iuris meaning ""law"" and dicere meaning ""to speak"") is  the practical authority granted to a formally constituted legal body or to a political leader to deal with and make pronouncements on legal matters and, by implication, to administer justice within a defined area of responsibility.",1
1446,"brand recognition and other reactions are created by the accumulation of experiences with the specific product or service, both directly relating to its use, and through the influence of advertising, design, and media commentary.",0
1447,the highest point of the magaliesberg is reached at nooitgedacht (1 852 metres) coor d.,0
1448,"where fttp and fiber to the home (ftth) are focused upon the physical delivery medium of ""fiber"" optic cables, etth envisioned a more generalized solution for evolving the carrier networks from a circuit switched model to an entirely packet switched model using ethernet as opposed to atm and other competing standards.",0
1449,"in law as practiced in countries that follow the english model, a pleading  is  one of the papers filed with a court in a civil action, such as a complaint, a demurrer, or an answer.",1
1450,"a shooting jacket is a type of sportcoat with a leather patch on the front shoulder to prevent wear from the butt of a shotgun or rifle, frequently with matching leather patches on the elbow.",0
1451,"an abbess (latin abbatissa, fem. form of abbas, abbot) is the female superior, or mother superior, of an abbey of nuns.",1
1452,"the station's djs on occasion pronounced the call sign like the word ""wham,"" and waam was affectionately known as ""wham"" to many in the ann arbor community for years afterward even after the station stopped using the ""wham"" name on the air (the ""wham"" pronunciation has recently been revived for the station's current talk format).",0
1453,"on may 20, 1869, a part of the territory of clichy-sous-bois was detached and merged with a part of the territory of livry-gargan and a small part of the territory of gagny to create the commune of le raincy.",0
1454,detritus is normally colonized by communities of microorganisms which act to decompose (or remineralize) the material.,0
1455,the choli is cut to fit tightly to the body and has short sleeves with a low neck.,0
1456,"in greek mythology, circe or sərsē (greek κίρκη kírkē, falcon), was a queen goddess (or sometimes nymph or sorceress) living on the island of aeaea.",1
1457,"lincoln and haagensen's secret island book claims that the bornholm geometry is man-made, was created around the time of the emergence of the knights templar during the early crusades in 1188-1250 ad, required measurement technology that was not known to have been used in europe before the 17th century (but with accuracy known to hellenistic greece 300 bc), and that the churches' true original function may have been as medieval astronomical observatories.",0
1458,poundage was applied at a rate of 12 old pence in the pound (equivalent to five pence in the pound today).,0
1459,"in greek mythology , eurystheus was king of tiryns , one of three mycenaean strongholds in the argolid : sthenelus was his father and the "" horsewoman "" nicippe his mother , and he was a grandson of the hero perseus , as was his opponent heracles .",1
1460,"a scarecrow is a device , traditionally a human figure dressed in old clothes , or mannequin , that is used to discourage birds such as crows from disturbing crops .",1
1461,"in roman mythology, diana was the goddess of the hunt, in literature the equivalent of the greek goddess artemis, though in cult she was italic in origin.",1
1462,"in greek mythology, actaeon (/ã¦kˈtiən/) (greek: ακταίων), son of the priestly herdsman aristaeus and autonoe in boeotia, was a famous theban hero, trained by the centaur cheiron, who suffered the fatal wrath of artemis.",1
1463,"the dhole (cuon alpinus), also known as the asiatic wild dog, indian wild dog or red dog is a mammal of the order carnivora, and the only member of the genus 'cuon'.",1
1464,"the term ""noise"" in this context refers to errors in the training data for machine learning algorithms.",1
1465,the albedo of an object is the extent to which it diffusely reflects light from the sun.,1
1466,archetype was the official seal of weilburg from the year 1329.,0
1467,"a $two-step consists of two steps in approximately the same direction onto the same foot, separated by a closing step with the other foot.",0
1468,"in probability theory and statistics , skewness is a measure of the asymmetry of the probability distribution of a real-valued random variable .",1
1469,"this station is located at the border between the commune of malakoff and the commune of vanves, on the vanves side of the border.",0
1470,"the elderly woman was shown holding a gigantic prop jar of one of the meaty varieties of prego, saying, ""i finally found it!"" it was a reference to her earlier work in ads for wendy's restaurants and the catch phrase, ""where's the beef?"" wendy's had not authorized her appearance in the prego commercial and stopped using peller in its campaigns.",0
1471,"accepting the offer, washout underwent a process that enhanced his mutant ability to the point where washout had the ability to transform his body into water, project high pressure jets of water from his arms, shape the water into any form, and even manipulate or siphon off the water within another person's body.",0
1472,"a few differences to the finished product were: at start up, cars were already on the freeway instead of all being lined up on the right side; the score and activision logo were yellow instead of pink; instead of controlling a chicken, the player controlled a man and instead of being forced down a bit when hit by a car, the character would turn into a glowing streak of blood; there were some minor differences in the sounds used; and pressing the fire button reset the game.",0
1473,"a relationship is a specific connection between objects , entities , concepts or people.",1
1474,"as the series developed further, the grungust series was given a more detailed background, and more variations of the design were introduced.",0
1475,a common structural theme in o-linked glycans is the addition of polylactosamine units to the various core structures.,0
1476,cracked deze frequently are repaired by wire stitching.,0
1477,"at its base, the flocculus receives input from the middle ears vestibular system and regulates balance.",0
1478,"other sources claim the $stromboli was the brainchild of mike aquino, sr.",0
1479,albinism results from inheritance of recessive alleles.,0
1480,"for instance, in ̢���all i know is smoking is harmful to your health̢���, all i know is a hedge that indicates the degree of the speaker̢���s knowledge instead of only making a statement, ̢���smoking is harmful to your health̢���.",0
1481,quarterflash signed to geffen records and released their self-titled debut album quarterflash in 1981.,0
1482,"the chlorophyceae are one of the classes of green algae, distinguished mainly on the basis of ultrastructural morphology.",1
1483,the 1x speed rating for cd-rom (150 kib/s) is different than 1x speed rating for audio cd (172.3 kib/s) and is not to be confused with the 1x speed rating for dvds (1.32 mib/s).,0
1484,"with the incorporation of the honourable east india company's military forces into the crown's army, much of their allowance of batta was lost since the british army did not receive it.",0
1485,kv58 ancient-egypt-stub   .,0
1486,the theory of constraints and throughput accounting explicitly avoid that trap.,0
1487,a disaster is the impact of a natural or human-made hazard that negatively affects society or environment.,1
1488,"the people's republic of china (prc) ratified a ""direction for the confiscation of properties of war criminals, hanjian, bureaucratic capitalists and anti-revolutionaries"".",0
1489,"typical symptoms of a strain include localized pain, stiffness, inflammation, and bruising around the strained muscle.",0
1490,"on the right bank of the indre, opposite the town and practically its suburb, is the village of beaulieu-l̰�s-loches, once the seat of a barony.",0
1491,"lawyers make a formal request by stating ""may i approach the bench?"" or, simply ""may i approach?"" to initiate a sidebar conference.",0
1492,"in vector calculus, the divergence is an operator that measures the magnitude of a vector field's source or sink at a given point; the divergence of a vector field is a (signed) scalar.",1
1493,a supervolcano or super volcanic eruption is a volcanic eruption which is orders of magnitude greater than any volcano in historic times ( > ; 200 cubic kilometers ) .,1
1494,"kashmir (dogri: कश्मीर; balti:کشمیر; poonchi/chibhali:کشمیر; kashmiri: कॅशीर, کٔشِیر; shina:کشمیر; uyghur: كەشمىر)  is  the northwestern [[ region of the indian ]] subcontinent.",1
1495,at the june meeting the annual parish accounts are presented; this meeting also includes an annual report on the historic mallerstang charities.,0
1496,both immigration and its status as head of the european commission made brussels a really cosmopolitan city.,0
1497,the electron is  a fundamental subatomic particle that carries a negative electric charge.,1
1498,"the f-clamp is similar to a c-clamp in use, but has a wider opening capacity.",0
1499,"exactly 6 weeks later, makradio incorporated was founded by four businessmen, two of them being alex reed and mak mckeehan.",0
1500,"wmms reverted to progressive rock less than a year later, but ended up briefly battling with nationwide communications' wncr-fm for listeners, as wncr had filled the void caused by wmms' initial absence in the rock scene.",0
1501,the current president of the bundestag is norbert lammert.,0
1502,"sirenia is  an order of fully aquatic , herbivorous mammals that inhabit rivers , estuaries , coastal marine waters , swamps , and marine wetlands .",1
1503,"a cactus (plural: cacti, the word derives from greek, thus the latin plural ""cacti"" is etymologically inappropriate, though it is frequently used nonetheless as is otherwise singular ""cactus"") is any member of the succulent [[ plant ]] family cactaceae, native to the americas.",1
1504,its closest relative is the slightly older gorgosaurus libratus (sometimes called albertosaurus libratus; see below).,0
1505,"on june 14, 2008, buzz rappelled down the 40 story viewpoint lofts building in midtown, atlanta as part of a university fundraiser.",0
1506,a maze is a complex tour puzzle in the form of a complex branching passage through which the solver must find a route .,1
1507,he worked as a supernumerary officer in 1761.,0
1508,the saxophone (commonly referred to simply as sax)  is  a conical-bored musical instrument considered a member of the woodwind family.,1
1509,a peroxide is a compound containing an oxygen-oxygen single bond .,1
1510,kv18 ancient-egypt-stub   .,0
1511,"exactly like the saudi national team, al-ahli play in a green and white jersey.",0
1512,she had consumed large quantities of chewable antacid tablets containing calcium carbonate (tums).,0
1513,"in thermodynamics (a branch of physics), entropy is a measure of the unavailability  of a system's energy to do work.",1
1514,"mslexia also run an annual women's poetry competition with a 1st prize of ̭�1000, the winners of which are published in the magazine.",0
1515,"the septuagint ( /ˈsɛptuː.ədʒɪnt/ ) , or simply "" lxx "" , is the koine greek version of the hebrew bible , translated in stages between the 3rd and 1st centuries bc in alexandria .",1
1516,"postvention includes procedures to alleviate the distress of suicidally bereaved individuals, reduce the risk of imitative suicidal behavior, and promote the healthy recovery of the affected community.",0
1517,"in mathematics , a morphism is an abstraction derived from structure-preserving mappings between two mathematical structures .",1
1518,"savate is perhaps the only style of kickboxing in which the fighters habitually wear shoes ( savate being a french word for "" old shoe "").",1
1519,"originally formed as international telecommunications satellite organization (intelsat), it  was  an intergovernmental  consortium  owning and managing a constellation of communications satellites providing international broadcast services.",1
1520,"the solanales are  an order of flowering plants , included in the asterid group of dicotyledons .",1
1521,"in the arts, the baroque (pronounced /bəˈroʊk/ ) was a western cultural epoch, commencing roughly at the turn of the 17th century in rome, italy.",1
1522,"these programs are designed specifically for spyware detection and will not detect viruses, although some commercial antivirus software can also detect adware and spyware, or offer a separate spyware detection package.",0
1523,"a fatwā (arabic: فتوى‎; plural fatāwā arabic: فتاوى‎) , in the islamic faith is a religious opinion on islamic law issued by an islamic scholar.",1
1524,"the bulava design is based on the ss-27 (topol m), but is both lighter and more sophisticated.",0
1525,"their official website states ""with an understanding of how to compile, graph and compare statistics, the scientologist is amply equipped to determine exactly what condition an activity is in, and thus exactly what steps he must take in order to better that condition.""  hubbard stated that all scientology organizations need to keep their statistics of production up, and that ethics action must be brought against the staff member responsible for the particular statistic should it be continually down.",0
1526,"the cervix (from latin ""neck"") is the neck of the uterus where it joins with the top end of the vagina.",1
1527,a disease is an abnormal condition of an organism that impairs bodily functions.,1
1528,"following the fall play, the pennington school drama society was invited to perform the stargirl adaptation on the stage at the edinburgh fringe festival in august, 2007.",0
1529,there is a large nawayath diaspora community of economic migrants working in the arab states of the persian gulf.,0
1530,energomash manufactures small cogeneration plants as well as wide variety of components for the energy industry.,0
1531,"currently, most colleges in ireland will only accept students with a pass grade in the irish leaving certificate.",0
1532,this type of hacker modifies his/her computer for performance needs and/or attractiveness.,0
1533,"macroangiopathy, on the other hand, may cause other complications, such as ischemic heart disease, stroke and peripheral vascular disease which contributes to the diabetic foot ulcers and the risk of amputation.",0
1534,pterygota is a subclass of insects that includes the winged insects.,1
1535,falcon at claims to be one of the first flight sims to use ega graphics.,0
1536,morop has been founded in genova (italy) in 1954 and now has its headquarters in berne (switzerland).,0
1537,"a column in structural engineering is a vertical structural element that transmits, through compression, the weight of the structure above to other structural elements below.",1
1538,"an aquarist owns or maintains an aquarium, typically constructed of glass or high-strength plastic.",0
1539,"huncote sports and social club hosts adult and junior football as well as clay shooting, rounders, cricket and many social events.",0
1540,kv29  .,0
1541,"in chemistry , hydroxide is the most common name for the diatomic anion oh −.",1
1542,the most important use of cement is the production of mortar and concrete - the bonding of natural or artificial aggregates to form a strong building material which is durable in the face of normal environmental effects.,0
1543,"surdo sizes normally vary between 16"" or even 14"" and 26"" or even 29"" diameter.",0
1544,banacek is called in after a star running back vanishes from a dogpile on national television.,0
1545,"they are formed by the condensing ortho-diamines with 1,2-diketone; the parent substance of the group, quinoxaline, resulting when glyoxal is so condensed, whilst substitution derivatives arise when ���-ketonic acids, ���-chlorketones, ���-aldehyde alcohols and ���-ketone alcohols are used in place of diketones.",0
1546,imarex and nos have merged and are both owned by imarex asa (formerly know as imarex nos).,0
1547,"when king david sent ambassadors to convey his condolences, hanun reversed his father's pro-david policy and humiliated the emissaries, stripping them of their clothes and shaving half of their beards.",0
1548,"for example, an 8""x 4"" under purlin would support the center of a row of 6""x 2"" rafters that in turn would support 3""x 2"" roof purlins to which the roof cladding was fixed.",0
1549,"berocca also advertise specially to bloggers, giving away free stress kits and packs of berocca to bloggers who sign up.",0
1550,"stackridge officially announced in 1977 that they had disbanded; james warren and andy cresswell-davis formed the korgis a year later, and had some commercial success in the early 1980s.",0
1551,"in physics , m-theory is a proposal that unifies the five ten-dimensional superstring theories as limits of a single 11-dimensional theory .",1
1552,"references to beachcomber are strongly pervasive in private eye, and there is a possible, but more tenuous, line of descent from it, via the goon show, to monty python.",0
1553,"kswt aired some pax programming during afternoons beginning in 2000, but had reverted to full-time cbs by 2004.",0
1554,the knights of columbus 4th degree color corps uses a baldric as part of their uniform;  it supports a ceremonial sword.,0
1555,"this alternate superboy with his last breath, tells kon-el that black zero is coming to take over their reality.",0
1556,"in engineering , woodworking and construction , a nail is a pin-shaped , sharp object of hard metal , typically steel , used as a fastener .",1
1557,"in greek mythology, perseus used the severed snake-haired head of the gorgon medusa as a shield with which to turn his enemies to stone.",0
1558,"an equation is  a mathematical statement, in symbols, that two things are exactly the same (or equivalent).",1
1559,aggregatibacter actinomycetemcomitans is a gram negative $coccobacillus which is prevalent in subgingival plaques.,0
1560,siggraph (short for special interest group on graphics and interactive techniques)  is  the name of the annual conference on computer graphics (cg) convened by the acm siggraph organization.,1
1561,"airline services can be categorized as being intercontinental, intracontinental, or domestic and may be operated as scheduled services or charters.",0
1562,"the use of abbreviation for the names of ""father of modern etymology"" j. r. r. tolkien and his friend c. s. lewis, and other members of oxford literary group known as the inklings, are sometimes cited as symptomatic of this.",0
1563,starz no longer show cases the comics of local comics save a few shorties.,0
1564,"in poker , protection is a bet made with a strong but vulnerable hand , such as top pair when straight or flush draws are possible .",1
1565,"a statute is a formal written enactment of a legislative authority that governs a country , state , city , or county .",1
1566,"the city's land area is 4.52 km̭��; with a population density of 13,322.57 / km̭��, $portici is the most densely populated comune in italy.",0
1567,"the centromere is a region, often found in the middle of the chromosome, involved in cell division and the control of gene expression.",1
1568,the legal document which carries a claim is called a statement of claim.,0
1569,though vargotah have never communicated their role in public the fans associate them with the occult and vampires.,0
1570,hydrodynamic technique is a subcategory of electroanalytical methods in which the analyte solution flows relative to a working electrode.,1
1571,"there are few real puzzles in vay, aside from the occasional maze.",0
1572,"the evoluon (coor dms) is a conference centre and former science museum erected by the electronics and electrical company philips in eindhoven, the netherlands, in 1966.",1
1573,"a church is a building used for prayer, worship, or other public religious services, usually referring specifically to those for christian worship.",1
1574,"since 1998, the german motorcycle grand prix moved to the sachsenring from n̰�rburgring.",0
1575,the known evatt family tree begins with the william walter euote referenced above.,0
1576,his death is deeply mourned by alleycats fans as seen in the press and media.,0
1577,"a kantele ( /ˈkɑntele/ in finnish) or 'kannel' (/ˈkɑnːel/ in estonian),  is  a traditional plucked string instrument of the zither family.",1
1578,"the alphorn or alpenhorn is a brass instrument, consisting of a natural wooden horn of conical bore, having a cup-shaped mouthpiece, used by mountain dwellers in switzerland and elsewhere.",1
1579,a bogie (/ˈboʊɡi/) (bō′·gē) is a wheeled wagon or trolley.,1
1580,"in norse mythology, sleipnir  is  odin's magical eight-legged steed , and the greatest of all horses.",1
1581,"in the case of the iact, the earth's atmosphere is used as the detection medium, implying a collection area of many hundreds of square meters.",0
1582,"a missile (see also pronunciation differences)  is  a self-propelled, explosive projectile used as a weapon towards a target.",1
1583,"the english composer elgar wrote a concert-overture called ""in the south (alassio)"" whilst staying on holiday in alassio in the winter of 1903/4.",0
1584,"in music, counterpoint is the relationship  between two or more voices that are independent in contour and rhythm, and interdependent in harmony.",1
1585,"footballfish females differ from those of other ceratioid families by their shortened, blunt snout; along with the chin, it is covered in sensory papillae.",0
1586,neopets' (originally neopets)  is  a virtual pet website launched by adam powell and donna williams on 15 november 1999.,1
1587,the depositary has legal title to the icvc investments and is responsible for their safe custody.,0
1588,"puzzlecrack 2006 was run from october 16 to october 20, 2006, again by bert johnson of allbase.",0
1589,thus vizhinjam port has very high importance from this point of view.,0
1590,"the schleussner firm began marketing cameras under the adox brand name in the first third of the 20th century and, recognizing the growing importance of the brand, renamed itself ""adox fotowerke dr. c. schleussner gmbh."" in 1952 they introduced a line of very sharp 35 mm films under the adox brand.",0
1591,a young male horse is considered a colt even if he is gelded.,0
1592,a guild is an association of craftsmen in a particular trade .,1
1593,"located some 40 kilometres west of oslo, borgen has many different styles of residential areas, ranging from the apartment complexes and semi-detached houses in the southern area of borgen, to the villas of borgen skog.",0
1594,"looshkin often plays cruel, sadistic, and nonsensical pranks on bear, and it is not uncommon for faeces and dismemberment to come into play.",0
1595,the bebox made its debut in october 1995 (bebox dual603-66).,0
1596,"peisistratos or peisistratus or pisistratus (in greek, πεισίστρατος), traditionally paɪˈsɪstrətəs in english, is  the name of several [[ personalities ]] of the ancient greek world.",1
1597,"the berlin-made gilka k̰�mmel, goes through a longer distillation process and has a smoother taste than the russian k̰�mmels, and it has become the accepted standard of k̰�mmel quality for the past century.",0
1598,at the time of the purchase drayton had been lead developer on interarchy for nearly six years.,0
1599,"a fetus ( or foetus or fœtus) is a developing mammal or other viviparous vertebrate, after the embryonic stage and before birth .",1
1600,the senoi (also spelled sengoi and sng'oi)  are  a malaysian hunting and gathering people who were reported to make extensive use of lucid dreaming to ensure happiness and mental health.,1
1601,"for example, in a 2-3 b-tree (often simply referred to as a 2-3 tree), each internal node may have only 2 or 3 child nodes.",0
1602,"in the united states and canada, a cookie is a small, flat baked dessert.",1
1603,$100 k-kash notes were put in 100 k-zone magazines (if readers found this they got $100 more k-kash to their account).,0
1604,"circe transformed her enemies, or those who offended her, into animals through the use of magical potions.",0
1605,it possesses anxiolytic properties in addition to its antihistamine properties and is also licensed for the treatment of anxiety and tension.,0
1606,"the flipper is the name of a particular bowling delivery used in cricket , generally by a leg spin bowler .",1
1607,"in mathematics , a hyperbola ( greek ὑπερβολή , "" over-thrown  "" ) is  a type of conic section defined as the intersection between a right circular conical surface and a plane which cuts through both halves of the cone .",1
1608,"the process applied is initially carburizing to the required case depth (up to 2.5mm) at around 900-955̭�c, and then carbonitriding to achieve required carbonitrided case depth.",0
1609,"the popularity of the shropshire breed grew rapidly in england, and in 1882 shropshire breeders founded the shropshire sheep breeders' association and flock book society, the world's first such society for sheep.",0
1610,upper pontnewydd railway station was situated on this line.,0
1611,the kisw duck is probably best known for being the victim of a police beating that happened at a richard pryor show in 1979 outside the paramount theater in seattle.,0
1612,"karai offers the tmnt a deal: if the turtles kill the elite, she will offer them a truce with the foot clan.",0
1613,"in physics and other sciences, energy (from the greek lang - energeia, ""activity, operation"", from lang - energos, ""active, working"") is  a scalar physical quantity that is a property of objects and systems which is conserved by nature.",1
1614,miacids are thought to have evolved into today's modern carnivorous mammals of the order carnivora.,0
1615,"for example, 1 cubic foot of concrete would be made using 22 lbs cement, 10 lbs water, 41 lbs dry sand, 70 lbs dry stone (1/2"" to 3/4"" stone).",0
1616,"in psychology, memory  is  an organism's ability to store, retain, and subsequently retrieve information.",1
1617,a capsid is the protein shell of a virus.,1
1618,"a calendar is a  of organizing days for a social, religious, commercial or administrative purpose.",1
1619,"the specific procedures for appealing, including even whether there is a right of appeal from a particular type of decision, can vary greatly from country to country.",0
1620,in mathematics the dimension of a space is roughly defined as the minimum number of coordinates needed to specify every point within it.,1
1621,"erotica is a modern word used to describe  the portrayal of the human anatomy and sexuality with high-art aspirations, differentiating such work from commercial pornography.",1
1622,"for a long time, scholars believed that the alphorn had been derived from the roman-etruscan lituus, because of their resemblance in shape, and because of the word liti, meaning alphorn in the dialect of obwalden.",0
1623,"in greek mythology, dryope was  the daughter of dryops (""oak-man"") or of eurytus (and hence half-sister to iole).",1
1624,"a battleship is a large, heavily armored  warship with a main battery consisting of the largest calibre of guns.",1
1625,"in norse mythology, skíðblaðnir (the name can be anglicized as skídbladnir, skídhbladhnir or skíthblathnir)  is  the ship of freyr.",1
1626,"in fiction, continuity (also called time-scheme) is consistency of the characteristics of persons, plot, objects, places and events seen by the reader or viewer.",1
1627,"big 6 and big 8: these wagers are usually avoided by experienced craps players since they pay even money while a player can bet on the same proposition (that the number will be rolled before a 7) by making place/buy bets on the 6 or the 8, which pay more money.",0
1628,"a hymn is  a type of song , usually religious , specifically written for the purpose of praise , adoration or prayer , and typically addressed to a deity/ deities , a prominent figure or an epic tale .",1
1629,"lithofacies, depositional environments, and regional stratigraphy of the lower eocene ghazij formation, balochistan, pakistan .",0
1630,"according to irish mythology, donn, or the dark one, is the lord of the dead and father of diarmuid ua duibhne, whom he gave to aengus og to be nurtured.",1
1631,"in human language , a phoneme is the smallest posited structural unit that distinguishes meaning .",1
1632,the abadan oil refinery was featured on the reverse side of iran's 100-rial banknotes printed in 1965 and from 1971 to 1973.,0
1633,seasar is also featured in javaone conference.,0
1634,"sebastian's college, prince of wales' college, moratuwa, princess of wales college, moratu maha vidyalaya and our lady of victories convent.",0
1635,"the traditional roman fasces  consisted of a bundle of white birch rods , tied together with a red leather ribbon into a cylinder, and often including a bronze axe (or sometimes two) amongst the rods, with the blade(s) on the side, projecting from the bundle.",1
1636,"human resistance, however, has managed to make a fully functional battle e-frame out of it, that later became known as #dw-240.",0
1637,"in physics, the dyne (symbol ""dyn"", from greek δύναμις (dynamis) meaning power, force) is a unit of force specified in the centimetre-gram-second (cgs) [[ system of units ]], a predecessor of the modern si.",1
1638,"in april 1532, along with his companion, quizquiz defeated and captured huascar and promptly killed his family.",0
1639,the coast is defined as the part of the land adjoining or near the ocean.,1
1640,"nemo is an oromo word meaning "" the man "" .",1
1641,impalement is used in heraldry to denote union.,0
1642,"one of the world's rarest bee species, the andrenid bee andrena lauracea is apparently a specialist on lindera (see lindera benzoin).",0
1643,"in religion, folklore, and mythology a demon (or daemon, daemon, daimon from greek: δαίμων) is a [[ supernatural being ]] that has generally been described as a malevolent spirit, and in christian terms it is generally understood as a fallen angel, formerly of god.",1
1644,"nortḛ�o plays a lot of music by ̰�stor piazzolla, as well as some of provencher's and elliot's compositions in his style: tango nuevo, which is a fusion of tango and jazz.",0
1645,"the depth of the bowl varies, though they are typically not deeper than those of a mortar; deeper metate bowls indicate either a longer period of use or greater degree of activity (i.e., economic specialization).",0
1646,"seizing the youngest but only surviving of saul's sons, ishbaal, abner set him up as king over israel at mahanaim, east of the jordan.",0
1647,$duumviri iuri (iure) dicundo were the highest judicial magistrates in the cities of italy and its provinces.,0
1648,"crosstalk is usually caused by undesired capacitive, inductive, or conductive coupling from one circuit, part of a circuit, or channel, to another.",0
1649,aeolus (αἴολος) was the ruler of the winds in greek mythology.,1
1650,"in may 2008, temposhark won funding of ̭�15,000 from slicethepie.com, winning the top prize out of over 1,000 selected bands.",0
1651,the cello is a bowed string instrument.,1
1652,"in greek and roman mythology, apollo (in greek, ἀπόλλων, apóllōn; or ἀπέλλων, apellōn), is one of the most important and many-sided of the olympian deities.",1
1653,the primary difference between the filipino version and other versions of the weapon is that the tabak-toyok tends to have shorter handles as well as a longer chain.,0
1654,"igougo members can also create a personal friends network, which allows them to stay up-to-date on all their favorite igougo contributors' travel journals.",0
1655,"in algebra, a determinant is a function depending on n that associates a scalar, det(a), to every nxn square matrix a.",1
1656,"in biological terms, a community is a group of interacting organisms sharing an environment.",1
1657,some wordings that define the scope of a bequest have specific interpretations.,0
1658,"creationism is a religious belief that humanity, life, the earth, and the universe were created in their original form by a deity (often the abrahamic god of judaism, christianity and islam) or deities, whose existence is presupposed.",1
1659,"an ink is a liquid containing various pigments and/ or dyes used for coloring a surface to produce an image , text , or design .",1
1660,each breast has one nipple surrounded by the areola.,0
1661,"the show emphasized their culture by making christy, and most of the main cast, outsiders in one fashion or the other.",0
1662,"in cryptography , md5 ( message-digest algorithm 5  ) is  a widely used , partially insecure cryptographic hash function with a 128-bit hash value .",1
1663,"so far, analogman has not returned in the series, although akihiro kurata from digimon savers may have been inspired by him.",0
1664,"smack may refer  to simplified mandatory access control kernel , a linux kernel security module.",1
1665,"in programming mode, the ti-59 simply recorded key presses.",0
1666,"sometimes mistaken for a ukulele, the jarana jarocha comes in at least four sizes, the smallest being the 'mosquito', about the size of a soprano +ukulele; the 'primera', about the size of a concert ukulele; the 'segunda', in length between a tenor and a baritone ukulele; and the 'tercera', which is somewhat longer than the baritone ukulele.",0
1667,the balkans is the historic and geographic name used to describe a region of southeastern europe.,1
1668,"in grammar , infinitive is the name for certain verb forms that exist in many languages.",1
1669,"the first place is in the center, called maror, this maror is used to fulfill the main requirement to eat maror at the seder.",0
1670,purgatori recovered just in time to be swallowed by the uncreation wave.,0
1671,"after the main nomikai is concluded, the attendees often break into smaller groups and move to different bars.",0
1672,"according to vitruvius (iv.1), for his great ingenuity and taste the athenians dubbed callimachus katat̰�xitechnos (literally, 'finding fault with one's own craftmanship': perfectionist).",0
